iter	MultiClass
185	0.1187521532
186	0.1174981182
187	0.1162580038
188	0.1150318322
189	0.1138194025
190	0.1126204692
191	0.1114347273
192	0.1102624743
193	0.1091032639
194	0.1079565753
195	0.1068229887
196	0.1057016337
197	0.1045930609
198	0.1034964146
199	0.102412171
200	0.1013398762
201	0.1002794188
202	0.09923032983
203	0.09819278797
204	0.09716696433
205	0.09615233066
206	0.09514887206
207	0.09415634303
208	0.09317474356
209	0.09220393228
210	0.09124371576
211	0.09029361783
212	0.08935427833
213	0.08842510205
214	0.08750576164
215	0.08659672582
216	0.08569748121
217	0.08480802038
218	0.08392824661
219	0.08305772837
220	0.08219695671
221	0.0813453141
222	0.08050268892
223	0.07966922256
224	0.07884470668
225	0.07802933473
226	0.07722282398
227	0.07642489915
228	0.07563561231
229	0.07485474027
230	0.07408225326
231	0.07331806201
232	0.07278643452
233	0.0720361712
234	0.07129391347
235	0.07055962412
236	0.06983288651
237	0.06911405776
238	0.06840279563
239	0.06769932333
240	0.06700335812
241	0.06631481073
242	0.06563354723
243	0.0649595453
244	0.06429267847
245	0.0636329988
246	0.06298029054
247	0.06233450161
248	0.06169546089
249	0.06106329484
250	0.06043780633
251	0.05981897673
252	0.05920666097
253	0.05860077721
254	0.05800132173
255	0.05740792251
256	0.05682094042
257	0.05624028988
258	0.05566561377
259	0.05509697533
260	0.054534196
261	0.05397727949
262	0.05342650482
263	0.05288154089
264	0.05234228355
265	0.05180857655
266	0.05128059845
267	0.05075810002
268	0.050241018
269	0.04972946028
270	0.0492229321
271	0.04872199518
272	0.04822623287
273	0.04773543686
274	0.04725003494
275	0.04676974067
276	0.04629433458
277	0.04582383526
278	0.04535812738
279	0.0448975718
280	0.04444145797
281	0.04399042577
282	0.0435439618
283	0.04310213304
284	0.042664906
285	0.04223223605
286	0.04180404506
287	0.04138038139
288	0.0409611074
289	0.04054594781
290	0.04013522626
291	0.03972878279
292	0.03932665459
293	0.03892858127
294	0.03853471163
295	0.03814492662
296	0.0377590886
297	0.0373772199
298	0.03699939863
299	0.03662537183
300	0.03625535154
301	0.03588908852
302	0.03552639305
303	0.03516742508
304	0.03481240039
305	0.03446104741
306	0.03421556756
307	0.03387034896
308	0.03352841519
309	0.03319028333
310	0.03285564461
311	0.03252417538
312	0.03219626999
313	0.03187157129
314	0.03166224678
315	0.03134304634
316	0.03102736323
317	0.03082331006
318	0.03051288712
319	0.03020548302
320	0.02990147348
321	0.02960034885
322	0.02930256112
323	0.02900772713
324	0.0287159994
325	0.02842716029
326	0.02814137909
327	0.02785853859
328	0.02757858859
329	0.02730141377
330	0.02702689507
331	0.02675534684
332	0.02648667981
333	0.02622064658
334	0.02595717276
335	0.02569657084
336	0.025438599
337	0.02518336699
338	0.02493075205
339	0.02468046215
340	0.02443295301
341	0.02418789166
342	0.02394542507
343	0.02370533374
344	0.02346776461
345	0.02323254099
346	0.02299970751
347	0.02276911724
348	0.0225410008
349	0.0223152894
350	0.02209180259
351	0.02187067058
352	0.02165170366
353	0.02143497064
354	0.02122042501
355	0.02100814491
356	0.02079797595
357	0.02058974328
358	0.02038382263
359	0.0201799536
360	0.01997816967
361	0.0197784448
362	0.01958081433
363	0.01938518711
364	0.01919154083
365	0.01906725893
366	0.01887685097
367	0.01868835698
368	0.01850156493
369	0.01831665151
370	0.01813384736
371	0.01795281769
372	0.01777363876
373	0.01759609851
374	0.0174206043
375	0.01724677482
376	0.01707460263
377	0.01690428862
378	0.01673571745
379	0.01656890774
380	0.01640371998
381	0.01624020997
382	0.01613564444
383	0.0159748538
384	0.01587087604
385	0.01571261318
386	0.01555608016
387	0.01540114491
388	0.01524781672
389	0.0150960519
390	0.01494577138
391	0.01479705422
392	0.01464983253
393	0.01455492708
394	0.01441016528
395	0.01426679479
396	0.01412493186
397	0.01398450766
398	0.01384547941
399	0.01370787596
400	0.01361940809
401	0.01348401156
402	0.01335005656
403	0.01321745102
404	0.01308610658
405	0.01295615251
406	0.01282744095
407	0.01270011232
408	0.01257405688
409	0.01244925697
410	0.01232573118
411	0.01220346463
412	0.01208240525
413	0.01200436287
414	0.01188523699
415	0.01176739826
416	0.01165073042
417	0.01153525671
418	0.01142093623
419	0.01130776804
420	0.01119565077
421	0.01108465789
422	0.01097479033
423	0.01086610762
424	0.01075843862
425	0.01065193214
426	0.01054640497
427	0.01044195569
428	0.01033840295
429	0.01023613362
430	0.01013486314
431	0.01003462963
432	0.009935311253
433	0.009837083787
434	0.009739840278
435	0.009643577938
436	0.009548277235
437	0.009453837728
438	0.009360360788
439	0.009289472102
440	0.009231124695
441	0.009139955127
442	0.009049718367
443	0.008960384653
444	0.008903815439
445	0.008815941852
446	0.008728956431
447	0.008642847086
448	0.008557492915
449	0.008473097591
450	0.008389564394
451	0.008306856121
452	0.008224984864
453	0.008143929231
454	0.008063693874
455	0.007984264841
456	0.007905402189
457	0.007827439793
458	0.007750383699
459	0.007674087429
460	0.007616673294
461	0.007541737173
462	0.007467539951
463	0.007394089533
464	0.007321379408
465	0.007249400277
466	0.007178005196
467	0.007107223461
468	0.007037378254
469	0.006968007355
470	0.006899435806
471	0.006831437613
472	0.006764357811
473	0.006697826719
474	0.006631959195
475	0.006566646425
476	0.006502211127
477	0.006438436605
478	0.006398349152
479	0.006358551864
480	0.006311425112
481	0.006249420413
482	0.006188049986
483	0.006127401717
484	0.006067258447
485	0.006007819665
486	0.005948868677
487	0.005890615201
488	0.005832834175
489	0.005795230797
490	0.005738397457
491	0.005703137723
492	0.005647348327
493	0.005592117872
494	0.005537424502
495	0.005483288677
496	0.005429706212
497	0.005376529234
498	0.005324011174
499	0.005271883256
500	0.005220406349
501	0.00516932377
502	0.005118876392
503	0.005068923319
504	0.005019476639
505	0.004970403362
506	0.004921941571
507	0.004873962458
508	0.004826233055
509	0.004779090493
510	0.004732557092
511	0.004686458939
512	0.004640711867
513	0.004595544196
514	0.004550833629
515	0.004506570864
516	0.004462743813
517	0.004419359449
518	0.004376423819
519	0.004349748141
520	0.004307497933
521	0.004265524871
522	0.004224117258
523	0.004183113273
524	0.004142390619
525	0.004117122987
526	0.004077194566
527	0.004037652568
528	0.00399838446
529	0.003959500914
530	0.003921013555
531	0.003897327417
532	0.003859582444
533	0.003822091366
534	0.003785100869
535	0.00374848331
536	0.003724518399
537	0.003701961999
538	0.003666035907
539	0.003630476241
540	0.00359539879
541	0.003572424812
542	0.003537929784
543	0.003503640057
544	0.003481896259
545	0.00344817547
546	0.003414915737
547	0.003393754595
548	0.003360911509
549	0.003341220259
550	0.00330890054
551	0.00327702723
552	0.003245348293
553	0.003219830021
554	0.003188848365
555	0.003158048991
556	0.003127550479
557	0.003097491864
558	0.003067500443
559	0.003037908697
560	0.003018637814
561	0.00298953642
562	0.002960724725
563	0.002932323401
564	0.002904199686
565	0.00287635707
566	0.002848796248
567	0.002821511642
568	0.002799506509
569	0.002772708767
570	0.002746190494
571	0.002719928441
572	0.002693934931
573	0.002667963973
574	0.002642252026
575	0.002616895809
576	0.002596562848
577	0.002576251276
578	0.002551554209
579	0.002527227755
580	0.00250292083
581	0.002478949409
582	0.002455217468
583	0.00243184893
584	0.002413155123
585	0.002390079309
586	0.002367234836
587	0.002344619147
588	0.002322223175
589	0.002300059242
590	0.002282372876
591	0.002260603038
592	0.002239050824
593	0.002217716699
594	0.002196704127
595	0.002175900577
596	0.00215530907
597	0.00213480452
598	0.002118554333
599	0.002098530834
600	0.002082617313
601	0.002062953499
602	0.002047360601
603	0.002028047868
604	0.002016404055
605	0.0019974059
606	0.001978594678
607	0.001959970158
608	0.001941408297
609	0.001940181372
610	0.001921717628
611	0.001903531378
612	0.001889286656
613	0.001871421262
614	0.001857504836
615	0.001840082711
616	0.001822826943
617	0.001809257181
618	0.001792184743
619	0.001775288891
620	0.00175856021
621	0.001745599493
622	0.001729170394
623	0.001712900677
624	0.001696909615
625	0.001681076541
626	0.001665413194
627	0.001655956781
628	0.001640534774
629	0.001628370152
630	0.001619155195
631	0.001603975341
632	0.001592260847
633	0.001577352441
634	0.001565942876
635	0.001554627011
636	0.001540092124
637	0.001528760448
638	0.001517789851
639	0.001503734388
640	0.001489821914
641	0.001476045107
642	0.001462290505
643	0.001448579031
644	0.001435211664
645	0.001427255601
646	0.001419379636
647	0.001406303481
648	0.001393358458
649	0.001383357287
650	0.001383171051
651	0.001375604898
652	0.001362962247
653	0.001353339128
654	0.001343857721
655	0.00133657685
656	0.001324200184
657	0.001311945001
658	0.001302819326
659	0.001290895577
660	0.001284005081
661	0.001274995425
662	0.001263349404
663	0.001251697569
664	0.001240279518
665	0.001228979463
666	0.001217665922
667	0.001209260196
668	0.001200986416
669	0.001190072434
670	0.001179062078
671	0.001168361884
672	0.001157650297
673	0.001147167261
674	0.001139180043
675	0.00112875525
676	0.001122980658
677	0.001112712107
678	0.001102550393
679	0.001092609209
680	0.001085284511
681	0.001085162446
682	0.001079520847
683	0.001073968994
684	0.001064109651
685	0.001054339939
686	0.001054220548
687	0.001044760415
688	0.001037821442
689	0.001030854103
690	0.00102562392
691	0.001018907802
692	0.001018806895
693	0.001013674364
694	0.001007312001
695	0.001000542756
696	0.0009939275451
697	0.0009889383526
698	0.0009801120262
699	0.0009737737859
700	0.0009736699727
701	0.0009649912284
702	0.0009562838279
703	0.0009561804216
704	0.0009560729465
705	0.0009498494471
706	0.0009414008819
707	0.0009353476919
708	0.0009294867828
709	0.0009235343252
710	0.0009175944809
711	0.0009118566247
712	0.0009061226049
713	0.0009010283205
714	0.0008954307225
715	0.0008897326826
716	0.0008855266226
717	0.0008800047628
718	0.0008745600945
719	0.0008744845888
720	0.0008702640553
721	0.0008701589634
722	0.000862504749
723	0.0008583954108
724	0.0008531276782
725	0.0008530442673
726	0.0008453616293
727	0.000837754032
728	0.0008325359391
729	0.0008252483258
730	0.0008251792139
731	0.000817966932
732	0.0008141110234
733	0.0008102649961
734	0.0008030801497
735	0.0007983651379
736	0.0007946077529
737	0.0007876915652
738	0.0007840281119
739	0.0007772153886
740	0.0007725527483
741	0.0007658546496
742	0.0007614510772
743	0.0007613821396
744	0.0007547954686
745	0.00075473804
746	0.0007512412923
747	0.0007511914783
748	0.000751126319
749	0.0007444492037
750	0.0007443984597
751	0.000742441762
752	0.0007390263327
753	0.0007356405476
754	0.0007314232692
755	0.0007249380863
756	0.0007248871678
757	0.0007186557632
758	0.000714503121
759	0.0007144480757
760	0.0007111893542
761	0.0007080915838
762	0.0007037492762
763	0.0006997112586
764	0.0006965023512
765	0.0006964588729
766	0.000693348896
767	0.0006873095981
768	0.000687251472
769	0.0006813849247
770	0.0006813447015
771	0.0006813043039
772	0.0006812677426
773	0.0006754594376
774	0.0006754086936
775	0.0006752771543
776	0.0006711754886
777	0.0006681707199
778	0.0006681354955
779	0.000662450941
780	0.0006595337101
781	0.0006539382046
782	0.0006539036778
783	0.0006510434686
784	0.0006510021409
785	0.000650881355
786	0.000648016147
787	0.0006479754587
788	0.0006424939385
789	0.0006423719319
790	0.0006423439151
791	0.0006369179634
792	0.000631546592
793	0.0006315130533
794	0.0006314873034
795	0.0006314573104
796	0.0006312697376
797	0.00062583094
798	0.0006257892055
799	0.0006254858455
800	0.0006227878662
801	0.0006227530487
802	0.0006226427254
803	0.0006172925119
804	0.0006135695957
805	0.0006109127696
806	0.0006074725786
807	0.0006038226106
808	0.0005986576449
809	0.0005971030633
810	0.0005937013517
811	0.0005887408154
812	0.0005856256653
813	0.0005855999155
814	0.0005855805013
815	0.0005805933433
816	0.0005791222889
817	0.0005741317595
818	0.0005741105435
819	0.0005740180649
820	0.0005739211106
821	0.0005738935589
822	0.0005738725753
823	0.0005714315132
824	0.0005682809062
825	0.0005649258117
826	0.0005626186139
827	0.0005579614956
828	0.0005579420234
829	0.0005579251087
830	0.000553314375
831	0.0005532266628
832	0.0005508671515
833	0.0005508505274
834	0.0005508330315
835	0.0005508129199
836	0.0005484425971
837	0.00054521352
838	0.0005451981166
839	0.0005421723062
840	0.0005409247465
841	0.0005380005987
842	0.0005335804603
843	0.0005335527923
844	0.0005290059973
845	0.0005287768062
846	0.0005256847322
847	0.0005256712469
848	0.0005255923699
849	0.0005227555274
850	0.0005206760675
851	0.0005176528147
852	0.0005176375856
853	0.0005154951752
854	0.000511182977
855	0.0005099805231
856	0.0005070370193
857	0.0005043928647
858	0.0005022933513
859	0.000498219528
860	0.0004981455335
861	0.0004980718878
862	0.0004960417188
863	0.0004960279429
864	0.0004959564479
865	0.0004939287783
866	0.0004919119783
867	0.0004890603717
868	0.0004890493278
869	0.0004849354266
870	0.0004849141815
871	0.0004848968309
872	0.0004848870948
873	0.0004848754696
874	0.000480861429
875	0.0004808514022
876	0.0004780977672
877	0.0004780853282
878	0.0004761433946
879	0.0004734222229
880	0.0004734128065
881	0.0004734020823
882	0.0004733937121
883	0.0004695895938
884	0.0004695806133
885	0.0004695737544
886	0.000465808319
887	0.0004658005301
888	0.0004647701875
889	0.0004638008482
890	0.0004636177802
891	0.0004636078988
892	0.0004617311244
893	0.0004617211558
894	0.0004580318946
895	0.0004542753234
896	0.0004542584378
897	0.0004542425112
898	0.0004542265266
899	0.0004542180983
900	0.0004518977349
901	0.0004512452989
902	0.0004503267909
903	0.000447960101
904	0.000447950859
905	0.0004443935149
906	0.0004426139564
907	0.0004408529692
908	0.0004408434074
909	0.000440829835
910	0.0004408146932
911	0.0004371682708
912	0.0004350652408
913	0.0004316317633
914	0.0004298995485
915	0.0004298943172
916	0.0004298883302
917	0.0004298798147
918	0.0004264954247
919	0.0004264804282
920	0.000426466071
921	0.0004231155104
922	0.000421464178
923	0.000421455895
924	0.0004214422064
925	0.0004194165712
926	0.0004177945634
927	0.0004162975848
928	0.0004141824645
929	0.0004120143042
930	0.0004118091774
931	0.0004117547132
932	0.0004085420857
933	0.0004084560301
934	0.0004061788544
935	0.0004042571777
936	0.0004027244806
937	0.0004027104141
938	0.0004026968998
939	0.000402683618
940	0.0004026312173
941	0.0004011980611
942	0.000397981917
943	0.0003979309404
944	0.0003979240816
945	0.0003979106835
946	0.0003963979527
947	0.000396395308
948	0.0003931716365
949	0.0003917940488
950	0.0003917448451
951	0.0003887208367
952	0.0003868689984
953	0.0003868609189
954	0.0003849796398
955	0.0003849665615
956	0.0003835342771
957	0.0003835217219
958	0.0003822049341
959	0.000380822086
960	0.0003787096395
961	0.0003766093124
962	0.0003766064932
963	0.0003766025988
964	0.0003752398623
965	0.0003751952796
966	0.0003738244346
967	0.0003738181569
968	0.0003717548851
969	0.0003717478228
970	0.0003703658757
971	0.0003690456875
972	0.0003677369501
973	0.0003677261968
974	0.0003677161991
975	0.0003647647029
976	0.0003634831686
977	0.0003634766003
978	0.000363402664
979	0.000361821635
980	0.0003605412632
981	0.0003604959249
982	0.0003604861016
983	0.0003604408795
984	0.0003591733244
985	0.0003591690812
986	0.0003591636174
987	0.0003591203425
988	0.0003578343324
989	0.0003560340229
990	0.00035599069
991	0.000355306924
992	0.0003553013149
993	0.0003526136238
994	0.0003514061421
995	0.0003512773347
996	0.0003512655351
997	0.0003512539099
998	0.0003493210149
999	0.000348077088
